y X_1 X_2 X_3 X_4 X_5 X_6 X_7 X_8
1 1 0.105 -1.145 -0.54 1.328 1.372 0.044 0.44
0 1 0.82 0.158 -0.034 -1.483 0.102 0.741 -1.514
0 1 2.477 1.108 -1.294 -0.898 0.525 0.029 0.091
1 1 0.309 -1.901 0.683 -0.099 0.05 -0.354 -0.021
1 1 -0.594 -0.266 1.229 -0.893 -1.058 -0.154 -0.31
0 1 0.03 -2.214 -0.125 -0.351 0.605 0.955 0.452
1 1 0.496 -0.014 0.599 0.215 0.521 1.329 0.938
0 1 0.934 -0.665 -1.575 -1.057 1.415 0.377 -0.852
1 1 1.493 0.06 -1.493 1.974 0.891 1.12 1.689
0 1 0.943 0.343 -1.539 -0.418 -1.26 0.4 -0.855
0 1 -0.167 -0.999 0.056 -0.087 1.487 -0.435 1.357
0 1 0.968 -1.125 0.055 0.363 0.639 -1.319 -0.359
1 1 -1.139 -1.014 0.562 -1.435 -0.589 1.082 -2.58
0 1 1.219 -2.135 0.807 -0.135 -0.06 -0.838 -0.52
1 1 -0.322 -1.254 1.911 1.949 -1.138 0.097 0.568
0 1 0.299 -1.493 1.007 -2.24 1.368 -0.059 1.842
1 1 2.032 0.88 0.569 1.482 -0.684 0.413 0.197
0 1 0.586 0.291 -1.378 0.124 1.709 0.395 0.556
1 1 -0.158 -0.793 0.538 0.405 0.527 0.687 -0.08
0 1 0.463 -1.021 1.002 -0.816 1.64 -0.917 -0.734
0 1 -0.792 0.544 -2.036 -0.811 0.645 -0.008 -0.03
0 1 -1.474 0.096 0.665 -0.602 0.417 -0.337 0.037
1 1 0.468 -0.611 2.448 -0.86 -0.097 -0.355 0.04
0 1 -0.493 0.108 -0.748 -0.764 -0.26 -0.056 -1.476
1 1 -0.744 1.566 -1.434 1.204 -0.372 -0.397 0.376
0 1 0.315 -0.596 -1.608 0.33 0.805 0.912 1.153
1 1 0.339 -0.127 2.084 -0.865 -1.137 1.227 2.105
1 1 -0.118 -0.539 0.951 1.256 -0.51 -1.714 -0.995
1 1 -0.813 1.679 0.458 -1.1 0.98 2.499 0.155
0 1 -0.073 1.025 -0.617 -0.44 -0.605 -1.706 -0.996
1 1 1.193 -1.003 0.394 1.966 0.52 1.183 -1.708
0 1 -1.852 -0.57 -0.566 -0.995 -1.267 -1.194 -0.889
0 1 -0.756 1.16 0.083 -0.422 -0.237 -1.309 -1.496
0 1 0.452 1.16 0.098 0.354 0.212 -0.052 -0.464
0 1 -0.555 -0.923 -1.471 -1.486 2.271 1.352 -0.811
0 1 0.84 0.099 0.893 -1.348 -1.537 -1.332 0.418
0 1 -0.357 -0.947 0.073 -0.438 1.097 -1.554 -0.276
0 1 -0.538 0.089 -0.045 -0.876 -1.384 -0.99 -1.059
0 1 0.97 0.058 -0.781 -0.988 0.6 -0.893 -1.731
1 1 -0.295 -1.454 0.82 2.524 -2.406 1.069 -1.529
1 1 0.434 1.558 0.512 0.536 -0.06 -1.3 1.472
1 1 0.371 -1.093 0.226 -0.155 0.53 0.579 -0.197
0 1 0.971 1.718 0.305 -0.205 0.511 -0.628 0.333
0 1 0.908 -1.015 -0.944 0.435 1.121 -0.479 -1.61
0 1 2.142 -1.055 -0.802 1.3 -0.181 0.169 1.235
1 1 0.483 0.66 -2.273 0.684 -2.586 0.076 1.164
0 1 -0.266 0.717 -1.541 0.485 -0.19 -0.186 -0.9
1 1 -0.735 0.342 1.484 -0.356 0.394 0.998 -0.26
0 1 -0.439 0.926 -0.886 0.533 1.338 -0.991 1.133
1 1 1.539 -0.004 0.622 0.287 -0.525 0.357 1.861
0 1 0.242 -0.861 -0.047 0.065 1.186 -0.876 -1.402
1 1 1.25 2.529 -0.704 0.817 1.578 0.895 1.253
0 1 -2.09 -1.179 0.035 -1.124 -0.016 0.321 -0.875
1 1 0.141 -1.913 -0.377 1.457 0.139 1.875 -0.346
0 1 0.752 1.352 -0.905 -1.655 0.554 -0.446 0.398
0 1 -1.045 -0.587 -1.487 2.047 -0.493 -0.191 -0.27
0 1 -0.155 -2.299 0.494 -1.956 0.303 -1.241 1.759
0 1 2.107 -0.824 2.06 -0.536 -0.036 -1.189 -0.141
0 1 -0.645 -0.967 -0.244 -0.041 -0.009 -2.362 0.776
0 1 1.628 -0.403 -0.359 0.741 0.108 -0.478 0.722
1 1 -0.321 -0.843 0.551 1.531 -0.141 2.115 0.066
0 1 1.111 -1.22 0.133 -1.508 0.585 0.307 -0.028
0 1 0.92 -1.419 -1.518 0.314 -1.335 0.551 -0.036
0 1 -0.647 1.473 -1.346 -0.144 1.809 0.151 -0.837
1 1 0.287 -1.557 0.666 0.112 0.854 0.143 0.134
1 1 -0.426 0.165 -0.302 -0.354 0.399 0.588 1.009
0 1 -0.362 -1.294 -0.287 -0.068 1.028 -1.329 0.1
0 1 -1.018 -0.773 0.709 0.113 -0.026 -0.748 -0.598
1 1 -0.259 -0.57 0.117 0.265 -0.985 0.728 0.617
1 1 -0.61 -0.329 -1.621 0.251 -0.023 1.451 0.033
0 1 -0.135 0.262 0.722 0.906 -0.771 -1.385 -0.133
1 1 0.3 0.649 0.326 0.279 0.56 1.676 -1.652
1 1 -1.238 -1.088 -2.019 -0.607 -0.204 1.616 0.905
1 1 -0.999 0.473 0.729 0.884 -2.032 1.694 0.835
1 1 0.703 0.578 0.123 0.052 -0.026 -0.026 3.728
0 1 -0.168 -0.956 -1.501 -0.613 1.002 0.623 -0.521
1 1 -1.745 1.212 -1.675 0.717 1.058 0.075 -0.018
1 1 -0.155 0.172 1.91 -1.103 0.6 2.075 -1.233
1 1 1.418 -0.826 -0.351 1.872 -1.257 0.005 0.105
1 1 -0.584 1.032 0.198 -0.132 0.127 0.714 -0.153
0 1 0.124 0.923 -0.948 -0.905 0.085 -0.021 -1.217
0 1 -0.317 -0.162 -0.983 -0.478 0.164 -0.6 -0.416
0 1 -0.786 -1.498 1.603 -1.771 0.098 -1.024 -0.309
1 1 0.349 0.807 0.699 0.34 -1.124 1.317 -0.724
0 1 -0.223 -0.64 0.806 -1.379 1.558 -1.4 0.09
0 1 1.938 -0.542 -1.064 0.682 -0.027 1.028 -0.744
1 1 -0.681 -0.213 0.351 0.282 0.112 -0.391 0.436
1 1 2.325 1.741 0.053 1.141 -0.645 0.122 -0.289
1 1 0.725 0.907 -0.353 0.894 -1.159 0.316 0.949
1 1 0.592 -0.666 -0.109 -0.108 -0.042 0.867 -1.536
1 1 -0.044 -0.789 0.464 0.398 -1.243 0.106 -0.807
1 1 -0.962 -1.385 -0.48 0.142 -1.167 0.091 0.178
1 1 -0.825 -0.183 2.37 -1.079 1.78 1.454 0.203
1 1 -0.499 -0.196 1.545 -0.355 0.221 0.021 1.096
0 1 1.317 1.044 -1.163 -0.883 2.001 1.049 0.988
1 1 -2.417 -0.964 0.99 1.43 -0.447 0.454 0.409
1 1 -0.635 -0.406 1.292 0.404 0.351 -1.293 -0.263
1 1 -1.427 0.331 0.707 -0.213 -0.825 -0.179 -1.393
1 1 -0.323 -0.618 -0.116 0.981 -0.644 0.938 -0.169
0 1 -0.74 1.503 -1.89 -0.249 0.99 0.277 -1.588
0 1 0.496 -0.227 0.016 -0.157 -0.206 -1.351 1.625
0 1 0.746 -1.056 0.302 -1.034 0.588 1.19 0.636
0 1 -0.831 -1.179 -0.032 -1.136 -0.426 -0.62 -1.806
1 1 -0.439 1.616 -0.448 0.041 -0.493 -0.522 0.249
0 1 -0.152 -0.607 -0.174 0.529 -1.07 -0.702 -1.157
0 1 0.669 -0.965 -0.097 0.026 -0.718 -0.682 1.028
0 1 0.979 0.811 -1.158 -0.193 0.944 1.025 -0.183
1 1 -1.544 -0.119 0.176 0.352 -0.372 -0.509 -0.515
1 1 0.17 -0.815 0.33 2.601 1.874 0.264 1.295
1 1 0.342 0.055 -0.437 2.631 1.621 0.233 -0.513
0 1 0.984 -0.941 0.664 0.241 -0.397 -2.13 -0.776
1 1 -0.598 1.368 -0.041 -0.253 0.604 2.066 -0.245
0 1 0.043 0.568 -0.421 0.946 0.079 -0.156 -0.518
0 1 1.4 -1.841 -0.086 -0.859 0.999 1.09 0.651
0 1 0.014 -1.232 -0.179 -0.188 0.556 -0.32 0.34
0 1 0.895 -1.502 0.119 -1.291 -1.548 -0.286 0.387
0 1 1.192 0.075 0.795 0.979 0.823 -1.064 -0.952
1 1 -2.072 -0.138 -0.121 0.874 0.228 0.926 -1.671
1 1 1.681 1.362 1.301 -0.249 -0.089 2.135 0.321
1 1 -0.943 -1.153 0.938 -0.966 -1.811 0.212 -0.244
0 1 -0.036 0.067 -1.679 -0.344 -1.871 -2.302 -0.629
1 1 -1.844 0.611 -0.219 -0.64 -0.883 1.094 -1.331
1 1 -0.204 -0.926 -0.435 0.642 0.393 0.968 -0.877
1 1 -0.091 -0.276 0.134 0.698 -0.708 0.218 0.863
1 1 -0.26 0.294 0.025 -0.288 1.309 0.644 -0.825
1 1 1.027 0.768 0.835 0.827 -0.177 -0.781 1.352
0 1 0.399 0.351 -1.216 0.867 -0.097 0.079 -0.304
1 1 0.717 -0.734 -1.125 0.976 -1.522 0.545 -0.205
1 1 0.731 -0.538 2.861 0.022 -0.426 0.811 -0.341
0 1 0.52 0.33 -0.158 -1.364 -0.491 -0.357 1.617
1 1 -0.898 -1.282 -0.798 0.625 1.463 0.257 1.729
1 1 -1.435 0.632 0.355 1.17 -0.354 -1.412 0.982
1 1 -0.102 0.427 -0.323 1.094 -1.316 0.419 -0.796
1 1 -0.906 0.503 0.311 -0.38 -0.62 -0.853 1.3
1 1 -0.803 1.634 1.578 1.029 -0.262 1.263 -0.495
0 1 0.374 -0.735 -0.847 -0.372 -0.015 -0.196 1.259
0 1 -0.187 -1.015 0.578 -0.34 -0.519 -0.57 -0.243
0 1 0.707 1.19 -1.871 1.207 -0.624 0.555 -0.866
1 1 -0.506 1.265 1.154 -0.215 -0.342 -1.118 -0.199
0 1 -0.228 -0.139 0.58 -1.537 0.302 -0.137 -0.166
0 1 0.99 -0.589 -1.341 -1.516 -1.239 -0.822 -0.751
1 1 0.884 0.443 1.178 0.975 -0.541 1.167 -0.357
0 1 0.836 -1.355 -1.519 0.015 -0.807 0.894 -1.055
0 1 -1.367 -0.51 -1.14 -0.614 -0.233 -2.558 -0.047
1 1 -0.898 1.777 -1.109 2.085 -0.893 -0.123 1.894
1 1 -0.907 1.204 -1.371 0.183 -0.438 -0.103 1.985
1 1 -1.751 0.385 -0.5 0.26 -1.753 0.131 2.073
0 1 1.42 0.257 0.189 -0.046 0.454 -1.061 -0.566
0 1 1.001 1.031 -0.759 1.628 0.022 -0.518 -0.685
1 1 -0.043 1.197 0.711 0.191 0.392 -0.407 -1.611
0 1 -0.435 0.988 -0.003 -1.935 -0.043 0.697 -2.294
1 1 0.85 0.42 -0.933 0.771 -1.493 0.264 0.559
1 1 -0.53 1.22 1.371 1.351 -1.346 0.836 -0.48
0 1 0.592 -0.163 -2.147 1.587 -1.135 -0.11 -0.727
0 1 -0.207 -0.308 0.202 0.118 2.335 1.039 -0.696
0 1 1.101 -0.81 0.236 0.957 0.318 -0.154 0.264
1 1 -0.065 1.156 1.76 -0.033 0.066 0.274 0.035
0 1 1.493 0.347 -0.251 -0.846 0.912 -0.701 0.066
0 1 0.221 0.797 -0.303 -0.342 0.044 -0.694 -1.829
0 1 -0.6 -0.762 0.408 1.252 0.412 -1.893 -0.251
0 1 -0.17 0.668 -1.462 0.722 0.358 -0.001 -0.731
0 1 0.392 0.507 0.696 0.575 2.139 -1.231 0.669
0 1 0.262 -1.325 0.513 -0.711 1.364 -0.768 -0.778
1 1 -0.092 0.345 0.501 -0.068 -0.003 0 1.436
1 1 -0.167 1.078 1.478 -0.225 0.342 -1.126 0.24
1 1 0.329 -0.466 -0.919 -0.125 -1.378 1.541 -0.451
1 1 -0.858 0.033 1.406 -1.102 0.148 -0.997 -0.099
1 1 -0.725 0.023 0.615 -0.053 0.593 0.908 -0.317
0 1 1.591 0.386 1.883 0.054 1.195 -1.208 0.06
1 1 0.561 -0.334 -1.058 1.532 0.233 2.468 1.574
1 1 -1.875 0.12 1.304 0.463 -0.933 -0.502 -0.309
1 1 -2.628 -0.278 0.584 0.42 0.421 -0.47 -0.653
0 1 -0.783 0.843 0.035 -0.645 -0.111 -1.839 -0.613
0 1 -0.625 0.724 -0.835 -0.719 -0.04 -1.612 -0.818
1 1 -1.687 1.166 0.782 -1.151 -0.756 -0.071 0.163
1 1 -0.84 0.453 0.909 -0.14 -0.905 0.383 0.075
0 1 -0.646 -0.982 -0.421 -0.234 0.719 0.156 -2.188
1 1 -0.149 0.418 -0.039 -0.229 1.132 1.376 0.825
1 1 0.141 -0.102 0.181 -0.046 -0.484 0.537 -1.035
1 1 1.146 -0.74 1.025 -2.116 -1.702 1.306 0.01
1 1 0.437 0.577 1.167 -0.193 -0.984 -0.382 -0.292
0 1 0.362 -0.54 -1.399 0.045 -0.608 -1.182 0.684
0 1 -0.475 0.128 -0.446 -1.369 1.146 -0.224 -0.695
1 1 -0.734 -0.904 -0.079 1.764 -1.373 -0.003 0.745
0 1 1.603 0.908 -0.035 1.37 1.849 0.03 -1.195
1 1 -0.643 1.351 -0.708 1.354 -1.784 -0.628 -0.65
1 1 -0.13 -3.059 -1.702 0.614 -2.239 1.421 0.097
0 1 -1.37 -0.246 -0.395 -0.117 0.604 -1.523 -1.536
0 1 0.046 -1.103 0.571 -0.235 -0.573 -1.127 0.078
1 1 0.077 -1.036 0.511 0.48 -0.196 0.413 -0.196
1 1 0.562 0.203 1.003 1.435 0.657 0.72 0.504
1 1 -1.137 1.786 0.626 -0.188 -0.384 -1.043 -1.209
0 1 -1.094 -0.797 -0.727 -0.599 0.993 -2.378 -0.149
1 1 0.2 -0.631 0.693 -2.409 0.579 0.985 1.678
1 1 -0.851 -1.451 1.585 -0.109 -0.527 -0.372 -1.043
0 1 -0.403 0.201 -0.708 -1.426 -0.509 -0.148 1.794
0 1 -0.572 0.84 -1.53 0.211 0.325 -0.996 -2.282
1 1 -1.384 -0.479 1.878 -0.727 -0.174 -0.167 0.577
0 1 -1.781 -0.058 -1.857 0.459 -0.057 -0.198 -0.779
0 1 0.079 1.477 0.001 -0.415 2.246 0.642 0.527
1 1 0.296 0.678 2.21 1.588 0.89 -0.745 0.999
1 1 -0.457 0.591 2.223 0.799 0.427 -0.172 -0.573
1 1 0.298 0.284 0.581 0.999 0.205 0.154 1.158
0 1 -0.673 -0.451 -1.461 0.423 -0.255 -1.438 -0.474
1 1 -2.672 0.901 0.28 0.981 1.055 -0.36 -0.69
1 1 -0.659 -0.332 -1.104 0.368 0.421 0.186 0.039
0 1 0.682 0.165 -1.941 -0.761 -0.413 -1.356 -0.027
0 1 1.542 0.224 0.542 0.64 0.189 -1.809 0.134
0 1 -0.205 -1.145 -1.239 0.676 1.441 -0.975 3.073
1 1 -1.37 -2.257 1.474 2.153 0.377 0.023 1.464
1 1 0.078 -1.026 1.6 0.858 0.293 0.043 -0.12
1 1 -0.196 1.496 0.24 0.464 -0.866 -0.206 0.74
1 1 -1.315 0.044 0.273 -0.014 0.336 -0.249 0.016
1 1 -0.513 0.087 -1.677 1.599 0.056 0.737 -1.207
1 1 0.286 -1.549 -0.714 1.334 -0.411 1.084 -0.587
